time;averageAirTemp;averageWindchill;averageHeatindex;averageDewPointTemperature;averageRelativeHumidity;averageAirPressure;averageSeaLevelPressure;averageWindDirection;maxWindSpeed;averageWindSpeed;rainAccumulation;rainIntensity;averagePm10
"2018-05-02 00:00:00+02:00";19.145972222222;18.893680555556;26.314652777778;8.9509027777777;52.873611111111;987.208125;1011.2371527778;61;5.2;1.7082638888889;0;0;16.198749131341
"2018-05-03 00:00:00+02:00";22.175972222222;22.043263888889;26.342291666667;8.8644444444444;45.957083333333;983.76076388889;1007.4570138889;14;7.9;1.6072916666667;0;0;16.657400972898
"2018-05-04 00:00:00+02:00";18.525555555556;17.894861111111;25.401111111111;9.2908333333333;56.402638888889;990.48715277778;1014.64625;326;5.6;2.1454166666667;0;0;14.100069492703
"2018-05-05 00:00:00+02:00";16.250277777778;15.557847222222;27.40875;3.1968055555556;44.195208333333;995.6476388889;1020.1243055556;14;6.3;2.1788888888889;0;0;6.4486111111111
"2018-05-06 00:00:00+02:00";15.538958333333;14.746527777778;28.671388888889;0.92673611111111;37.869375;996.44381944444;1021.0017361111;47;6.7;2.3248611111111;0;0;3.6657400972898
"2018-05-07 00:00:00+02:00";16.20125;15.828819444444;29.267430555556;2.1757638888889;41.781666666667;993.75819444445;1018.1956944444;35;6.6;1.876875;0;0;6.0785267546908
"2018-05-08 00:00:00+02:00";16.515841584158;16.230834512023;27.13946251768;7.1466053748232;54.71152758133;987.79193776521;1012.0528288543;40;5.5;1.6662659123055;9.16;3;9.6045865184156
"2018-05-09 00:00:00+02:00";19.160225303293;19.009012131716;24.168717504333;11.29705372617;63.129896013865;983.31239168111;1007.2485268631;44;7.4;1.6044194107452;9.64;0;12.835997220292
"2018-05-10 00:00:00+02:00";20.589212207239;19.900638750887;24.964726756565;8.657771469127;50.553797019163;984.74350603265;1008.5919801278;95;7.9;2.4147622427253;0;0;11.330090340514
"2018-05-11 00:00:00+02:00";19.199722222222;19.267569444444;25.885833333333;9.445;55.375069444444;990.24277777778;1014.3404861111;280;5.7;1.2569444444444;0;0;10.916666666667
"2018-05-12 00:00:00+02:00";19.014444444445;18.699444444444;24.789375;6.2885416666667;49.185;990.46923611111;1014.5879166667;80;5.7;1.8184722222222;0;0;11.785416666667
"2018-05-13 00:00:00+02:00";18.723402777778;17.967916666667;27.013611111111;3.3023611111111;37.622916666667;987.77548611111;1011.8549305556;73;7.8;2.3890277777778;0.01;0;9.3618055555556
"2018-05-14 00:00:00+02:00";14.823125;13.788819444444;29.350555555556;3.8810416666667;48.604791666667;988.03006944444;1012.4414583333;80;7.6;2.5431944444444;0;0;9.3493055555556
"2018-05-15 00:00:00+02:00";13.2825;12.788958333333;30.455277777778;6.7259027777778;65.168194444444;985.42930555556;1009.9061805556;64;5.4;1.8688194444444;0.52;0;15.186111111111
"2018-05-16 00:00:00+02:00";13.165208333333;13.391041666667;28.125972222222;8.7651388888889;74.996458333333;982.80381944444;1007.2250694444;289;2.9;1.0259027777778;0.17;0;19.420833333333
"2018-05-17 00:00:00+02:00";13.28375;11.624652777778;26.662361111111;9.5457638888889;78.152638888889;981.42215277777;1005.7981944444;248;7.6;3.2138194444444;8.69;10.6;13.4375
"2018-05-18 00:00:00+02:00";13.517222222222;12.359791666667;26.611388888889;9.5595833333333;77.079375;986.42215277778;1010.9056944444;269;7;2.6243055555556;0.93;0;24.419735927728
"2018-05-19 00:00:00+02:00";15.637708333333;14.894930555556;27.307777777778;7.1414583333333;59.178055555555;991.6107638889;1016.039375;299;6.8;2.2318055555556;0;0;18.252083333333
"2018-05-20 00:00:00+02:00";15.804305555556;15.533402777778;28.311527777778;4.6429861111111;50.719166666667;996.02243055556;1020.548125;58;6.6;1.7051388888889;0;0;9.9270833333333
"2018-05-21 00:00:00+02:00";15.831944444444;15.070277777778;28.787361111111;3.4966666666667;46.064722222222;994.22631944444;1018.709375;58;8.8;2.3370833333333;0;0;6.0993745656706
"2018-05-22 00:00:00+02:00";18.9075;18.937638888889;27.598472222222;6.4563194444444;46.029652777778;989.51916666667;1013.6261111111;69;4;1.2839583333333;0.07;0;9.2404447533009
"2018-05-23 00:00:00+02:00";18.940763888889;18.753472222222;25.394513888889;10.568333333333;59.739652777778;992.92965277778;1017.1164583333;41;6.5;1.6125694444444;0.04;0;15.979847116053
"2018-05-24 00:00:00+02:00";19.731041666667;18.915902777778;25.600486111111;7.7585416666667;47.54125;994.59499999999;1018.7527777778;55;6.6;2.4644444444444;0;0;8.3585823488534
"2018-05-25 00:00:00+02:00";19.736666666667;19.277013888889;25.953125;7.7965277777777;47.225138888889;992.59756944444;1016.7069444444;58;6.4;1.98875;0;0;7.6095717884131
